"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N933NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N933XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N934AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N934AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N934AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N934NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N934SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N934XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N935AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N935AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N935AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N935NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N935SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N935XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N936AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N936AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N936EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N936NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N936SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N936WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N936XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N937AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N937AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N937EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N937NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N937SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N937WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N937XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N938AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N938AT",2006,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N938NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N938SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N938WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N939AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N939AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N939AT",2006,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N939NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N939SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N939UW",1994,"Fixed wing multi engine","BOEING","757-2B7",2,178,0,"Turbo-fan"
"N939WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N940AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N940AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N940NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N940WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N941AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N941FR",2005,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N941LT",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N941NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N941SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N941WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N942AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N942AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N942LL",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N942NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N942WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N943AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N943AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N943FR",2005,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N943NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N943SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N943WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N944AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N944AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N944NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N944SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N944WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N945AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N945AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N945NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N945SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N945WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N946AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N946AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N946NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N946SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N946WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N947AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N947AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N947NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N947SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N947WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N948AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N948AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N948NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N948WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N949AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N949AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N949FR",2006,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N949NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N949WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N950AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N950AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N950NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N950WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N951AA",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N951AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N951NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N951SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N951WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N952AA",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N952AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N952NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N952SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N952WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N953AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N953AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N953NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N953SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N953WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N954AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N954AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N954NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N954SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N954WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N955AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N955AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N955NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N955SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N955WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N956AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N956NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N956SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N956UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N956WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N957AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N957AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N957NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N957SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N957UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N957WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N958AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N958NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N958SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N958UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,0,"Turbo-fan"
"N958WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N959AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N959AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N959NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N959SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N959WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N960AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N960AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N960NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N960SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N960WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N9616G",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N9617R",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N9618A",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N9619V",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N961AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N961AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N961NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N961SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N961TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N961WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N9620D",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N9624T",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N9626F",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N9628W",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N9629H",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N962AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N962NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N962SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N962WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N9630A",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD 83",2,155,0,"Turbo-fan"
"N963AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N963AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N963DN",1999,"Fixed wing multi engine","BOEING","MD-90-30",2,142,0,"Turbo-fan"
"N963NN",2014,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N963SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N963TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N963WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N964AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N964AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N964NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N964SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N964TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N964WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N965AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N965AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N965NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N965SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N965TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N965WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N966AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N966AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N966NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N966WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N967AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N967AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N967NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N967SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N967WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N968AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N968NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N968TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N968WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N969AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N969DL",2024,"Rotorcraft","BELL TEXTRON CANADA LTD","505",1,5,0,"Turbo-shaft"
"N969NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N969SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N969TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N969WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N970AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N970AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N970NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N970SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N970TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N970UY",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N971AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N971AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N971NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N971SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N971UY",NA,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N972AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N972NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N972UY",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N973AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N973NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N973SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N973UY",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N974AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N974AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N974UY",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N975AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N975SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N975UY",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N976AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N976NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N976SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N976UY",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N977AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N977NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N977UY",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N978AN",2001,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N978AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N978JB",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N978NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N978SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N978UY",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N979AN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N979AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N979DL",NA,"Fixed wing single engine","THIESSEN DUANE D","CH 750 STOL",1,2,0,"4 Cycle"
"N979EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N979NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N979RP",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100 SE",2,70,0,"Turbo-fan"
"N979SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N979TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N979UY",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N980AN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N980AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N980EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N980NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N980SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N980TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N980UY",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N981AN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N981AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N981EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N981NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N981UY",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N982AN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N982AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N982NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N982SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N982TW",1999,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,0,"Turbo-fan"
"N982VJ",2012,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N983AN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N983AT",NA,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N983NN",2015,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
